latitude,longitude,locations
38.821546999999995,-77.00967199999994,0
38.83154699999999,-77.01967199999994,1
38.83154699999999,-77.00967199999994,2
38.83154699999999,-76.99967199999993,3
38.83154699999999,-76.98967199999993,4
38.84154699999999,-77.01967199999994,5
38.84154699999999,-77.00967199999994,6
38.84154699999999,-76.99967199999993,7
38.84154699999999,-76.98967199999993,8
38.85154699999999,-77.00967199999994,9
38.85154699999999,-76.98967199999993,10
38.85154699999999,-76.97967199999992,11
38.85154699999999,-76.96967199999992,12
38.86154699999999,-76.99967199999993,13
38.86154699999999,-76.98967199999993,14
38.86154699999999,-76.97967199999992,15
38.86154699999999,-76.96967199999992,16
38.86154699999999,-76.95967199999991,17
38.86154699999999,-76.94967199999991,18
38.871546999999985,-77.00967199999994,19
38.871546999999985,-76.97967199999992,20
38.871546999999985,-76.96967199999992,21
38.871546999999985,-76.95967199999991,22
38.871546999999985,-76.94967199999991,23
38.871546999999985,-76.9396719999999,24
38.88154699999998,-77.01967199999994,25
38.88154699999998,-76.99967199999993,26
38.88154699999998,-76.98967199999993,27
38.88154699999998,-76.95967199999991,28
38.88154699999998,-76.9396719999999,29
38.88154699999998,-76.9296719999999,30
38.89154699999998,-77.04967199999996,31
38.89154699999998,-76.99967199999993,32
38.89154699999998,-76.98967199999993,33
38.89154699999998,-76.97967199999992,34
38.89154699999998,-76.95967199999991,35
38.89154699999998,-76.94967199999991,36
38.89154699999998,-76.9396719999999,37
38.89154699999998,-76.9296719999999,38
38.89154699999998,-76.91967199999989,39
38.90154699999998,-77.05967199999996,40
38.90154699999998,-77.04967199999996,41
38.90154699999998,-77.03967199999995,42
38.90154699999998,-77.02967199999995,43
38.90154699999998,-77.01967199999994,44
38.90154699999998,-76.99967199999993,45
38.90154699999998,-76.98967199999993,46
38.90154699999998,-76.97967199999992,47
38.90154699999998,-76.96967199999992,48
38.90154699999998,-76.94967199999991,49
38.90154699999998,-76.9396719999999,50
38.90154699999998,-76.9296719999999,51
38.91154699999998,-77.08967199999998,52
38.91154699999998,-77.06967199999997,53
38.91154699999998,-77.05967199999996,54
38.91154699999998,-77.04967199999996,55
38.91154699999998,-77.03967199999995,56
38.91154699999998,-77.02967199999995,57
38.91154699999998,-77.01967199999994,58
38.91154699999998,-77.00967199999994,59
38.91154699999998,-76.98967199999993,60
38.91154699999998,-76.97967199999992,61
38.91154699999998,-76.9396719999999,62
38.921546999999975,-77.09967199999998,63
38.921546999999975,-77.08967199999998,64
38.921546999999975,-77.07967199999997,65
38.921546999999975,-77.06967199999997,66
38.921546999999975,-77.05967199999996,67
38.921546999999975,-77.03967199999995,68
38.921546999999975,-77.02967199999995,69
38.921546999999975,-77.00967199999994,70
38.921546999999975,-76.98967199999993,71
38.921546999999975,-76.97967199999992,72
38.921546999999975,-76.96967199999992,73
38.921546999999975,-76.95967199999991,74
38.93154699999997,-77.10967199999999,75
38.93154699999997,-77.09967199999998,76
38.93154699999997,-77.08967199999998,77
38.93154699999997,-77.06967199999997,78
38.93154699999997,-77.03967199999995,79
38.93154699999997,-77.02967199999995,80
38.93154699999997,-77.01967199999994,81
38.93154699999997,-77.00967199999994,82
38.93154699999997,-76.98967199999993,83
38.93154699999997,-76.97967199999992,84
38.93154699999997,-76.96967199999992,85
38.93154699999997,-76.95967199999991,86
38.94154699999997,-77.09967199999998,87
38.94154699999997,-77.08967199999998,88
38.94154699999997,-77.06967199999997,89
38.94154699999997,-77.05967199999996,90
38.94154699999997,-77.03967199999995,91
38.94154699999997,-77.02967199999995,92
38.94154699999997,-77.01967199999994,93
38.94154699999997,-77.00967199999994,94
38.94154699999997,-76.99967199999993,95
38.94154699999997,-76.98967199999993,96
38.94154699999997,-76.97967199999992,97
38.95154699999997,-77.08967199999998,98
38.95154699999997,-77.06967199999997,99
38.95154699999997,-77.05967199999996,100
38.95154699999997,-77.02967199999995,101
38.95154699999997,-77.01967199999994,102
38.95154699999997,-77.00967199999994,103
38.95154699999997,-76.99967199999993,104
38.95154699999997,-76.98967199999993,105
38.96154699999997,-77.07967199999997,106
38.96154699999997,-77.06967199999997,107
38.96154699999997,-77.05967199999996,108
38.96154699999997,-77.02967199999995,109
38.96154699999997,-77.01967199999994,110
38.96154699999997,-77.00967199999994,111
38.96154699999997,-76.99967199999993,112
38.971546999999966,-77.06967199999997,113
38.971546999999966,-77.05967199999996,114
38.971546999999966,-77.02967199999995,115
38.971546999999966,-77.01967199999994,116
38.98154699999996,-77.02967199999995,117
38.99154699999996,-77.03967199999995,118
38.81654699999999,-77.01467199999995,119
38.82654699999999,-77.00467199999994,120
38.82654699999999,-76.99467199999994,121
38.83654699999999,-77.01467199999995,122
38.83654699999999,-77.00467199999994,123
38.83654699999999,-76.99467199999994,124
38.84654699999999,-77.00467199999994,125
38.84654699999999,-76.98467199999993,126
38.84654699999999,-76.97467199999993,127
38.856546999999985,-76.99467199999994,128
38.856546999999985,-76.98467199999993,129
38.856546999999985,-76.97467199999993,130
38.856546999999985,-76.96467199999992,131
38.86654699999998,-76.98467199999993,132
38.86654699999998,-76.97467199999993,133
38.86654699999998,-76.96467199999992,134
38.86654699999998,-76.95467199999992,135
38.86654699999998,-76.94467199999991,136
38.87654699999998,-77.03467199999996,137
38.87654699999998,-77.01467199999995,138
38.87654699999998,-77.00467199999994,139
38.87654699999998,-76.99467199999994,140
38.87654699999998,-76.98467199999993,141
38.87654699999998,-76.96467199999992,142
38.87654699999998,-76.9346719999999,143
38.88654699999998,-77.02467199999995,144
38.88654699999998,-77.00467199999994,145
38.88654699999998,-76.99467199999994,146
38.88654699999998,-76.98467199999993,147
38.88654699999998,-76.97467199999993,148
38.88654699999998,-76.95467199999992,149
38.88654699999998,-76.94467199999991,150
38.88654699999998,-76.9346719999999,151
38.88654699999998,-76.9246719999999,152
38.89654699999998,-77.04467199999996,153
38.89654699999998,-77.00467199999994,154
38.89654699999998,-76.99467199999994,155
38.89654699999998,-76.98467199999993,156
38.89654699999998,-76.97467199999993,157
38.89654699999998,-76.95467199999992,158
38.89654699999998,-76.9346719999999,159
38.89654699999998,-76.9146719999999,160
38.906546999999975,-77.08467199999998,161
38.906546999999975,-77.06467199999997,162
38.906546999999975,-77.05467199999997,163
38.906546999999975,-77.04467199999996,164
38.906546999999975,-77.03467199999996,165
38.906546999999975,-77.01467199999995,166
38.906546999999975,-76.98467199999993,167
38.906546999999975,-76.94467199999991,168
38.906546999999975,-76.9346719999999,169
38.91654699999997,-77.09467199999999,170
38.91654699999997,-77.07467199999998,171
38.91654699999997,-77.05467199999997,172
38.91654699999997,-77.04467199999996,173
38.91654699999997,-77.03467199999996,174
38.91654699999997,-77.02467199999995,175
38.91654699999997,-77.01467199999995,176
38.91654699999997,-77.00467199999994,177
38.91654699999997,-76.99467199999994,178
38.91654699999997,-76.98467199999993,179
38.91654699999997,-76.97467199999993,180
38.91654699999997,-76.95467199999992,181
38.92654699999997,-77.104672,182
38.92654699999997,-77.08467199999998,183
38.92654699999997,-77.07467199999998,184
38.92654699999997,-77.06467199999997,185
38.92654699999997,-77.05467199999997,186
38.92654699999997,-77.04467199999996,187
38.92654699999997,-77.03467199999996,188
38.92654699999997,-77.02467199999995,189
38.92654699999997,-77.01467199999995,190
38.92654699999997,-77.00467199999994,191
38.92654699999997,-76.99467199999994,192
38.92654699999997,-76.96467199999992,193
38.92654699999997,-76.95467199999992,194
38.93654699999997,-77.104672,195
38.93654699999997,-77.09467199999999,196
38.93654699999997,-77.08467199999998,197
38.93654699999997,-77.06467199999997,198
38.93654699999997,-77.05467199999997,199
38.93654699999997,-77.03467199999996,200
38.93654699999997,-76.99467199999994,201
38.93654699999997,-76.98467199999993,202
38.93654699999997,-76.97467199999993,203
38.94654699999997,-77.09467199999999,204
38.94654699999997,-77.08467199999998,205
38.94654699999997,-77.07467199999998,206
38.94654699999997,-77.06467199999997,207
38.94654699999997,-77.05467199999997,208
38.94654699999997,-77.03467199999996,209
38.94654699999997,-77.02467199999995,210
38.94654699999997,-77.00467199999994,211
38.94654699999997,-76.98467199999993,212
38.956546999999965,-77.08467199999998,213
38.956546999999965,-77.07467199999998,214
38.956546999999965,-77.06467199999997,215
38.956546999999965,-77.05467199999997,216
38.956546999999965,-77.03467199999996,217
38.956546999999965,-77.02467199999995,218
38.956546999999965,-77.01467199999995,219
38.956546999999965,-77.00467199999994,220
38.956546999999965,-76.99467199999994,221
38.96654699999996,-77.07467199999998,222
38.96654699999996,-77.06467199999997,223
38.96654699999996,-77.05467199999997,224
38.96654699999996,-77.03467199999996,225
38.96654699999996,-77.02467199999995,226
38.96654699999996,-77.01467199999995,227
38.96654699999996,-77.00467199999994,228
38.97654699999996,-77.06467199999997,229
38.97654699999996,-77.05467199999997,230
38.97654699999996,-77.02467199999995,231
38.98654699999996,-77.04467199999996,232
38.98654699999996,-77.03467199999996,233
38.930618700000004,-77.0254232,234
38.934450299999995,-77.0416857,235
38.9425896,-77.0165738,236
38.893171,-76.9925272,237
38.8965597,-76.9804312,238
38.928868900000005,-77.02995250000001,239
38.9228614,-77.03433299999999,240
38.923414,-76.9987721,241
38.9149406,-77.00145309999999,242
38.8963061,-76.9966527,243
38.897037299999994,-77.0008008,244
38.9039498,-76.98667859999999,245
38.9041508,-76.9777283,246
38.9251412,-76.9908482,247
38.8877565,-76.9982739,248
38.9002394,-77.0538405,249
38.906223700000005,-77.0189036,250
38.9058868,-77.0243932,251
38.90414929999999,-77.0136509,252
38.9072785,-77.0293181,253
38.855554299999994,-76.9895582,254
38.8838476,-77.0033376,255
38.9113298,-77.0244762,256
38.8877415,-76.98010909999999,257
38.8832158,-76.9814483,258
38.888318,-76.92121209999999,259
38.9134023,-77.0430254,260
38.9162076,-77.03884559999999,261
38.9585007,-76.9977582,262
38.9207352,-77.0465415,263
38.8484766,-76.9743666,264
38.9265831,-77.0517215,265
38.9102026,-77.03412320000001,266
38.9384216,-77.0788872,267
38.9241127,-77.0778193,268
38.8960102,-76.9414537,269
38.921932,-77.004047,270
38.872049,-77.017347,271
38.896114,-77.014956,272
38.898293,-77.025012,273
38.871564,-76.979019,274
38.885239,-76.959831,275
38.881301,-77.013393,276
